product_name,price,item_type,description,misc_notes,in_stock,supplier
DTE Pedalbox Toyota GT86 / Subaru BRZ,219,,"DTE-Systems PEDALBOX Gaspedal-Optimierung mit Software von TRC-Performance
Toyota GT86 / Subaru BRZ






How does the PedalBox work?



					The PedalBox improves the standard response times of the manufacturer's accelerator pedal. There is an immediate response from the engine with a more sporty feel and no more lag. More fun with the perfect setting for you! The following curves illustrate the speed at which the vehicle reacts to throttle input. Its not about engine power but rather the time it takes for the engine to realise that power! Dynamite does come in small packages. Significant improvements can be felt even in the City (green) mode. The 'Sport' (orange) and 'Sport Plus' (red) modes offer even more of an improvement than the 'City' mode, and all selectable by the driver. The blue line indicates the standard responsiveness of the throttle from the manufacturer and can also be simulated by turning the PedalBox to its OFF mode.

					 

				




Overview: The PedalBox programs



					Using the keypad, four different modes can be selected: City, Sport, Sport+ and Stock. These modes can further be fine-tuned with the Plus and Minus buttons. Over 20 different possible combinations. First, choose your program:

					 

				



CITY (Green): Works well in and around town and on slippery surfaces
SPORT (Orange): This is the default mode and suitable for everyday driving
SPORT-Plus (Red): The quickest possible throttle response, great for the thrill seekers
Stock (White): The car is in stock mode



					 

				


					Once you have selected a program, you can either increase(green/plus) or decrease(red/minus) its intensity.

				





				 

			
Installation made simple



					Installation only takes a few minutes in a few easy steps. The PedalBox comes pre-programmed and requires no complicated setup procedures, the fun starts NOW!

				




				 

			
PedalBox - The Original!




				Made in Germany means the best possible quality. The ECE and CE markings are your assurance that the PedalBox conforms to international safety standards as well. The PedalBox, the original from DTE Systems. Your PedalBox is vehicle specific and is of the best quality Germany can offer. It comes preprogrammed and ready to use, and is installed in just a few easy steps!

				 

			


Quality and Safety
The PedalBox has been approved in accordance with the 89/336 / EEC (electromagnetic compatibility) directive and carries all the necessary EMC protection.
Is also bears the ECE and CE markings.
Ergonomically designed
Ergonomic design and functional housing allows for a perfect fit for your hand.
NEW: Memory Function
This new function allows the PedalBox to store your last setting.









		 
Software from TRC-Performance

Each Toyota and Lexus pedalbox will be delivered with one of our specially designed software for your vehicle. Thanks to our 20 years of experience, we have developed specially tailored software for EVERY Toyota and Lexus model. The Pedalbox and Pedalbox + (with app control) is designed for Toyota and Lexus petrol, as well as diesel vehicles. For Toyota and Lexus HYBRID, as well as PlugIn and PlugIn + models, our HYBRID pedal box is available, which we have developed especially for the hybrid models.



Additional Service from TRC-Performance

We are official DTE-Systems dealer for performance enhancements & accelerator optimizations. We stock a large number of products. We are happy to offer you a non-binding test of the pedal box on your own vehicle live and on site. If you decide to buy, we take care of everything else. We will finish the pedal box for you. You need to worry about anything. For the installation service is a fee, our sales staff will be happy to advise you. Due to the direct co-operation with the DTE system, we are able to program each pedal box individually for you. Each pedal box has an interface, with the help of special software and programmers, we can also vehicles that are already enhanced performance, optimally adapt, and this without much effort, since the pedal box is installed in the vehicle. It does not have to be extended. We tune the pedal box perfectly to your vehicle.",No notes available,In Stock,TRCTuning
CARBON A/C Vent Trim Cover Set Toyota GT86 / Subaru BRZ,59.95,,"CARBON A/C Vent Trim Cover Set Toyota GT86 / Subaru BRZ

 





A/C Vent Trim Cover Set made in real carbon for the left & right side of the vehicle.

		With clear coat finish for a perfect wet carbon-look.


		Ready for Plug & Play installation.

		The covers will be glued no screwing needed.


		 

	

Covers are TUEV-free and ready for street legal use!",No notes available,In Stock,TRCTuning
LED Front Indicators & DRL Daytime Running Lamp Black Toyota GT86,229.96,,"LED Front Indicators & DRL Daytime Running Lamp Black Toyota GT86

 





LED Front Indicators & DRL Daytime Running Lamp Kit in black housing.

		Plug & Play Installation on the Toyota GT86. Replaces the serial lamps.


With DOT-Marking!",No notes available,In Stock,TRCTuning
Rear Spoiler Ducktail Toyota GT86 Facelift (Black Molet),129.95,,"Rear Spoiler Ducktail Toyota GT86 Facelift (Black Molet) 


Rear Spoiler Ducktail for mounting on the trunk, made in ABS.

Incl. installation material.

Fitting on Toyota GT86 Facelift.

Surface Finish: Black Molet.






 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
Valenti Sequential LED Clear Tailights Toyota GT86 / Subaru BRZ (Red Clear V1),599,,"Valenti Sequential LED Clear Tailights Toyota GT86 / Subaru BRZ (Red Clear V1)

 





Valenti LED Clear Tailights for the Toyota GT 86, Subaru BRZ, Scion FR-S. Fitts on all models.

		Ready for Plug & Play installation. Replaces the complete tailight unit.

		with dynamic indicator.


		Delivery comes in pairs (2 pieces) in red color edition.

		 

	
The tailights are E-Approved and ready for street legal use!",No notes available,In Stock,TRCTuning
ROAR by Don Silencioso Sportline-Front-Silencer Toyota GT86 / Subaru BRZ,650,,"ROAR by Don Silencioso Sportline-Front-Silencer Toyota GT86 / Subaru BRZ



	V2A stainless steels sportline-front silencer for the Toyota GT86 / Subaru BRZ with 4x85mm exhaust tip design.

	Hand polished inclusive mounting kit.

	Exhaust diameter: 63mm


	5 years warranty against corrosion with no mileage limitation.

	Deep, sportliv sound!



	Comes with TUEV-Certification (EG-Approval).



	We import this exhaust system directly from the manufacturer ROAR by Don Silencioso from Spain.

	Delivery time takes apporx 1-4 weeks.",No notes available,In Stock,TRCTuning
INVIDIA Racing Exhaust Header Toyota GT86 / Subaru BRZ,"1,250.00",,"INVIDIA Racing Exhaust Header Toyota GT86 / Subaru BRZ



	Invidia Exhaust Header

	Suitable for: Toyota GT 86 and Subaru BRZ

	


		This is a direct replacement of the stock FA20 Series exhaust manifold, and it has been designed to accommodate those looking to make more horsepower and torque, this header makes for an excellent upgrade.

	


		This header has been fabricated from SUS 304 stainless steel and features Invidia's exclusive TIG welds with 3 layer tubing. There are stainless casted flanges to provide precision fitment upon installation as well as durability Uppipe (CAT) gasket and bolts are included . ( header flange gaskets need to be purchased separately , but mostly the original ones can be utilized )

	


	Without any TUEV- Certification. Only for use in Motorsport.",No notes available,In Stock,TRCTuning
Roof Spoiler Cover (Small Fin Design) Toyota GT86 / Subaru BRZ,199.95,,"Roof Spoiler Cover (Small Fin Design) Toyota GT86 / Subaru BRZ

Roof Spoiler Cover incl. hole for installation of the anenna.

Adhestive installation. No screws required.



This product comes with §19.3 TÜV-Zertification.",No notes available,In Stock,TRCTuning
Valenti Sequential LED Clear Tailights Toyota GT86 / Subaru BRZ (Black Smoked V2),599,,"Valenti Sequential LED Clear Tailights Toyota GT86 / Subaru BRZ (Black Smoked V2)

 





LED Clear Tailights for the Toyota GT 86, Subaru BRZ, Scion FR-S. Fitts on all models.

		Ready for Plug & Play installation. Replaces the complete tailight unit.

		with dynamic indicator.


		Delivery comes in pairs (2 pieces) in smoked black edition.


		 

	
The tailights are E-Approved and ready for street legal use!",No notes available,In Stock,TRCTuning
Toyota GT86 Tributo LFA Nürburgring Package,"2,900.00",,"Toyota GT86 Tributo LFA Nürburgring Package

 



Nürburgring Package for the Tributo LFA Toyota GT 86. Set contains Carbon Front Under Bumper Spoiler and Carbon Canards.

Installation would be only able in combination with the Tributo LFA Front Bumper Spoiler.



Delivery time approx 6-10 weeks, absolutelly special order!

TÜV-Sonderabnahme nach §21 notwendig.",No notes available,In Stock,TRCTuning
LED Side Fender Garnish (C7P Solid Red) Toyota GT86 & Subaru BRZ,229.95,,"LED Side Fender Garnish (C7P Solid Red) Toyota GT86 & Subaru BRZ

 





Side front fender garnish for the Toyota GT86 & Subaru BRZ with LED possition lamp / side indicator feature.

		Available in various vehicle colours. LED stripe is only available with white LEDs!


		Replaces the serial side fender garnish.

		Delivery comes in pairs (2 pieces) for the left & right side of the vehicle.

		

			 

		









ATTENTION: This product is not street legal! Only for motorsport intend or show vehicles!",No notes available,In Stock,TRCTuning
Rear Under Bumper Cover Set Flaps Toyota GT86 V2 (Black Molet),79.95,,"Rear Under Bumper Cover Set Flaps Toyota GT86 V2 (Black Molet)  


Rear Under Bumper Cover Flaps for mounting at the serial under bumper, made in ABS.

Fitting on Toyota GT86.

Surface Finish: Black Molet.






 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
INVIDIA Circuitsports Overpipe Toyota GT 86 / Subaru BRZ,309,,"INVIDIA Circuitsports Overpipe Toyota GT 86 / Subaru BRZ



	Invidia Circuitsports Overpipe (between Exhaust Header and Downpipe)

	Suitable for: Toyota GT 86 / Subaru BRZ 200Hp



	Without any TUEV- Certification. Only for use in Motorsport.",No notes available,In Stock,TRCTuning
CARBON Roof Panel Toyota GT86 / Subaru BRZ,"3,999.00",,"CARBON Roof Panel Toyota GT86 / Subaru BRZ

 




Super weight light carbon roof panel for the Toyota GT 86 / Subaru BRZ.

	The serial roof must be replaced.


	This product is designed for motorsport use and comes without TUEV-homologation.",No notes available,In Stock,TRCTuning
Ultra Racing Rear 4-point Front Lower H-Brace Version2 Toyota GT86 / Subaru BRZ,180,,"Ultra Racing Rear 4-point Front Lower H-Brace Version2 Toyota GT86 / Subaru BRZ    

Vehicle-specific high performance racing struts from the company Ultra Racing from Japan.
Indispensable when it comes to the use of vehicles in racing.
The Ultra Racing products are characterized by very high quality and manufacturing standards.

A perfect fit for the respective vehicle.

Toyota GT86 / Subaru BRZ

 

Product details:



Approval
Keine Angabe


Artikelnummer
221375


Manufacturer
Ultra Racing


Manufacturer sku
LA4-2143


Car Brand
Nein


Car Model
Nein


Color
Keine Angabe


Material
Keine Angabe






Why Ultra Racing use Steel instead of Aluminum?

First, steel is stronger than aluminum for the same size and thickness. In order for aluminum alloys to be at least the same strength as steel, it has to be at least double the thickness (steel 4mm = aluminum 8mm). When that happens, weight saving is not so apparent anymore. Of course there are also exotic materials and alloys that can match the strengths of steel, but the cost are astronomically high and therefore not very cost effective to bring into mass production.

 




MILL / TEST CERTIFICATE (Chemical Composition)



		Specification

	

JIS 3101 SS 400 (Japan International Standard)
JIS G 3141 SPCC SD (Japan International Standard)
ASTM A 500 Grade A (American Standard)
BS 1387 ( British Standard)



		 

	





 

 



Ultra Racing products comes without TUEV-Homologation.

The product range is limited in Germany / Europe only for motorsport intend.",No notes available,In Stock,TRCTuning
Sports-Front Silencer Toyota GT86 / Subaru BRZ,441.75,,"Sports-Front Silencer Toyota GT86 / Subaru BRZ



	V2A stainless steel sport-front silencer for the Toyota GT86 / Subaru BRZ 2,0l 147kW

	Exhaust diameter 63.5mm



	3 years warranty against corrosion with no mileage limitation.

	Deep, sportliv sound!



	ATTENTION: Installation is only able in combination with the TRC-Sport Exhaust Muffler. The front silencer cannot be installed with the serial exhaust muffler of the vehicle. If front silencer and exhaust muffler would be installed together, there's no car specific adapter required.





	Comes with TUEV-Certification (EG-Approval) for street legal use.",No notes available,In Stock,TRCTuning
LED Sequential Clear Tailights Toyota GT86 / Subaru BRZ (Smoked Version) SPEC4,399.95,,"LED Sequential Clear Tailights Toyota GT86 / Subaru BRZ (Smoked Version) SPEC4

 





LED Clear Tailights with sequential idicators for the Toyota GT 86, Subaru BRZ, Scion FR-S. Fitts on all models.

		Ready for Plug & Play installation. Replaces the complete tailight unit.


		Delivery comes in pairs (2 pieces) in smoked edition.


		 

	
The tailights are DOT-Approved!",No notes available,In Stock,TRCTuning
LED Side Fender Garnish (37J Pearlescent White) Toyota GT86 & Subaru BRZ,249.95,,"LED Side Fender Garnish (37J Pearlescent White) Toyota GT86 & Subaru BRZ

 





Side front fender garnish for the Toyota GT86 & Subaru BRZ with LED possition lamp / side indicator feature.

		Available in various vehicle colours. LED stripe is only available with white LEDs!


		Replaces the serial side fender garnish.

		Delivery comes in pairs (2 pieces) for the left & right side of the vehicle.

		

			 

		









ATTENTION: This product is not street legal! Only for motorsport intend or show vehicles!",No notes available,In Stock,TRCTuning
Rear Spoiler Ducktail Toyota GT86 (Black Highgloss),139.95,,"Rear Spoiler Ducktail Toyota GT86 (Black Highgloss)   


Rear Spoiler Ducktail to mount on the trunk, made in ABS.

Incl. installation material. 

Fitting on Toyota GT 86.

Surface Finish: Black Highgloss.




 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
Rear Under Bumper Cover Set Flaps Toyota GT86 (Black Molet),79.95,,"Rear Under Bumper Cover Set Flaps Toyota GT86 (Black Molet)  


Rear Under Bumper Cover Flaps for mounting at the serial under bumper, made in ABS.

Fitting on Toyota GT86.

Surface Finish: Black Molet.






 



	This part is available in different surfaces:



Black Molet
Black-Highgloss
or Carbon-Look




	Black Molet surface is optimized for painting in your vehicles color.

	All other surfaces are ready for mounting and can be installed without any preliminary works.",No notes available,In Stock,TRCTuning
"[<meta content='K-Sport Coilover Suspension Kit ""STREET"" Toyota GT 86 / Subaru BRZ' property=""og:title""/>]","1,254.10",,"K-Sport Coilover Suspension Kit ""STREET"" Toyota GT 86 / Subaru BRZ



Delivery contains:

	- 4 suspension strut

	- aluminium camber plates including

	- 2 hook spanner

	- 4 adjustment-knurls for damping action

	- all necessary mounting elements

	- detailed installation guide

	- TÜV-Certificate


Vehicle Manufacturer: Toyota / Subaru
Model: GT 86 / BRZ
Year: from 2012
Min. Street Legal Distance Btw. Center Of Wheel To Edge Of Fender (Front): 315mm
Min. Street Legal Distance Btw. Center Of Wheel To Edge Of Fender (Rear): 315mm
Street Legal Lowering Rate (Front): 25mm - 50mm
Street Legal Lowering Rate (Rear): 25mm - 50mm
Front Top Mounts: contains adjustable pillow ball aluminium top mounts
Rear Top Mounts: contains aluminium top mounts





		 

	




Product Benefits:

36 DIFFERENT DAMPING SETTINGS-Freely adjust the damping settings to meet the requirement of street setup and enjoy the hedonics of speed.
Rubber upper mount and pillowball rubber upper mounts of street McPherson coilover is for your options, it also keeps the original comfort setup for 60%.
The major setup of spring rate and damping setting is for daily street comfort use. As far as without effect the setup of daily street use and sometimes can be used for weekend racing.
50mm strut44mm piston for monotube design-Oil and gas separately to increase the stability damping force. The shock body is made by forged aluminium (6061) to reduce the weight and increase the safety of the shock absorber. Due to this design can avoid the rusty of coilover because it will snow for some countries which will put some salt on the road.
The most important function for ride height adjustable is avoided to compress the spring by the spring seat caused the unusual sound when you change the ride height or lower the vehicle too much caused the spring seat does not snug the spring, that will damage the coilover. The coilover can be dropped 60mm~100mm from OE ride height.
Any application that doesnt appear on our application guide can be customized to meet our customers requirements.
All applications listed on our website are for 2WD model unless we specify 4WD.
The ""model year"" defined for each application on our website might be different to the ones in each country; therefore, please confirm the ""production years"" with us if you cannot make sure.



NOTE: K-Sport suspensions are made to the respective chassis number. It is a special order. If a motorsport chassis with modified axle loads is required, please contact us.


	IMPORTANT: Your vehicle identification number (VIN) is required to process the order. The respective corresponding certificate is issued on the basis of the chassis number.",No notes available,In Stock,TRCTuning
LED Tail Fog Light Panel Toyota GT86 Subaru BRZ Clear SPEC2,229.95,,"LED Tail Fog Light Panel Toyota GT86 Subaru BRZ Clear SPEC2

 





LED tail fog light kit panel suitable for the Toyota GT86 and Subaru BRZ in

		clear housing with LED-lights.


		Plug & Play Installation. Replaces the serial panel.


With DOT-Marking!",No notes available,In Stock,TRCTuning
LED Side Fender Garnish (61K Metallic Dark Grey) Toyota GT86 & Subaru BRZ,249.95,,"LED Side Fender Garnish (61K Metallic Dark Grey) Toyota GT86 & Subaru BRZ

 





Side front fender garnish for the Toyota GT86 & Subaru BRZ with LED possition lamp / side indicator feature.

		Available in various vehicle colours. LED stripe is only available with white LEDs!


		Replaces the serial side fender garnish.

		Delivery comes in pairs (2 pieces) for the left & right side of the vehicle.

		

			 

		









ATTENTION: This product is not street legal! Only for motorsport intend or show vehicles!",No notes available,In Stock,TRCTuning
RZ-Tip Indicator Module Toyota / Subaru,189,,"RZ-Tip Indicator Module Toyota / Subaru


	 

	
Indicator module is plug & play ready for connection and is supplied with installation instructions.
Meets the legal requirement of 3 flashes when changing lanes. After installation, it is sufficient to operate the indicator once, and the indicator is triggered 3 times.

With E approval.



Compaitibility (fits on the following vehicles:)

Toyota:

Yaris 2011 -
Yaris Hybrid 2011 -
Verso-S 2011 -
Prius+ 2012 -
GT 86 2012 -
Land Cruiser J150 2012 -


Subaru:

Trezia 2011 -
XV 2011 -
Impreza G4 2011 -
BRZ 2012 -",No notes available,In Stock,TRCTuning
Sport-Exhaust Muffler Duplex left/right Typ32 129x106mm Toyota GT86 / Subaru BRZ,850.25,,"Sport-Exhaust Muffler Duplex left/right Typ32 129x106mm Toyota GT86 / Subaru BRZ



	V2A stainless steel Sport-Exhaust Muffler for the Toyota GT86 / Subaru BRZ 2,0l 147kW

	with tailpipe design Typ32 left / right 129x106mm.

	Exhaust diameter 63.5mm



	All tailpipes are hand polished.

	3 years warranty against corrosion with no limit limitation.

	Deep, sportiv sound!






	Exhaust System comes with TUEV-Certification (EG-Approval).



For additional charge we produce the exhaust system for you with other tailpipes.
Please contact us for more informations.",No notes available,In Stock,TRCTuning
LED Side Fender Garnish (E8H Metallic Blue) Toyota GT86 & Subaru BRZ,249.95,,"LED Side Fender Garnish (E8H Metallic Blue) Toyota GT86 & Subaru BRZ

 





Side front fender garnish for the Toyota GT86 & Subaru BRZ with LED possition lamp / side indicator feature.

		Available in various vehicle colours. LED stripe is only available with white LEDs!


		Replaces the serial side fender garnish.

		Delivery comes in pairs (2 pieces) for the left & right side of the vehicle.

		

			 

		









ATTENTION: This product is not street legal! Only for motorsport intend or show vehicles!",No notes available,In Stock,TRCTuning
Ultra Racing Rear Upper Strutbar Toyota GT86 / Subaru BRZ,165,,"Ultra Racing Rear Upper Strutbar Toyota GT86 / Subaru BRZ    

Vehicle-specific high performance racing struts from the company Ultra Racing from Japan.
Indispensable when it comes to the use of vehicles in racing.
The Ultra Racing products are characterized by very high quality and manufacturing standards.

A perfect fit for the respective vehicle.

Toyota GT86 / Subaru BRZ

 

Product details:



Approval
Nein


Artikelnummer
223454


Manufacturer
Ultra Racing


Manufacturer sku
RE2-2481


Car Brand
Nein


Car Model
Nein


Color
Nein


Material
Nein






Why Ultra Racing use Steel instead of Aluminum?

First, steel is stronger than aluminum for the same size and thickness. In order for aluminum alloys to be at least the same strength as steel, it has to be at least double the thickness (steel 4mm = aluminum 8mm). When that happens, weight saving is not so apparent anymore. Of course there are also exotic materials and alloys that can match the strengths of steel, but the cost are astronomically high and therefore not very cost effective to bring into mass production.

 




MILL / TEST CERTIFICATE (Chemical Composition)



		Specification

	

JIS 3101 SS 400 (Japan International Standard)
JIS G 3141 SPCC SD (Japan International Standard)
ASTM A 500 Grade A (American Standard)
BS 1387 ( British Standard)



		 

	





 

 



Ultra Racing products comes without TUEV-Homologation.

The product range is limited in Germany / Europe only for motorsport intend.",No notes available,In Stock,TRCTuning
CARBON Steering Wheel Trim Cover Toyota GT86 / Subaru BRZ,109.96,,"CARBON Steering Wheel Trim Cover Toyota GT86 / Subaru BRZ

 





Steering Wheel Trim Cover made in real carbon with clear coat finish for a perfect wet carbon-look.


		Ready for Plug & Play installation.

		The cover will be glued no screwing needed.


		 

	

Cover comes TUEV-free, ready for street legal use!",No notes available,In Stock,TRCTuning
CARBON Mirror Cover Set Toyota GT86 / Subaru BRZ Wet-Carbon,149.95,,"CARBON Mirror Cover Set Toyota GT86 / Subaru BRZ Wet-Carbon

 





Mirror Cover Set made in real wet-carbon for the left & right side of the vehicle.

		With clear coat finish for a perfect wet carbon-look.


		Ready for Plug & Play installation.

		The covers will be glued no screwing needed.


		 

	

Covers are TUEV-free and ready for street legal use!",No notes available,In Stock,TRCTuning
INVIDIA Circuitsports Downpipe without Cat Toyota GT 86 / Subaru BRZ,295,,"INVIDIA Circuitsports Downpipe without Cat Toyota GT 86 / Subaru BRZ



	Invidia Circuitsports Downpipe without Cat

	Suitable for: Toyota GT 86 / Subaru BRZ 200Hp



	The Invidia Circuitsports Downpipe without a Catalysator. For more horespower and torque.



	Without any TUEV- Certification. Only for use in Motorsport.",No notes available,In Stock,TRCTuning
