product_name,price,item_type,description,misc_notes,in_stock,supplier
Turbosmart GenV RacePort Blow Off Valve Inc HE Position Sensor Cap With Female Flange - Black,£419.94,,"SKU:     
        TS-0204-1242    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.




The GenV RacePort Sensor Cap allows you to monitor the blow off valve (BOV) position for diagnostic or tuning purposes, a truly unique solution and the first of its kind on the market. Includes a female flange.
If you are using BOV for traction/torque control, knowing how far its open is paramount to providing insight to optimise the calibration process further. Aside from a calibration benefit, check the logs if you doubt that the BOV is not staying closed when it should be. This has never been easier with the Turbosmart GenV Race Port Sensor Cap
SUPPLIED WITH:GenV RacePort 50mm BOV1/8 NPT Vacuum fittingsSensor Cap &amp; HE SensorV-band AssemblyProfiled Alloy Weld-On FittingBlue Spring Rated -18 to -14 InHg (installed).Turbosmart Decal","Product Features:

Female flange
Vacuum fittings profiled alloy weld flange, V-band assembly, and Blue Spring Rated -18 to -14 InHg (installed)
Billet 6000 series aluminium construction
Quick-release v-band collar for ease of installation and removal
2.0"" Inlet flows over 330 CFM
MILSPEC hard anodized valve guide and stem
Hi-Temp Silicon Nomex diaphragm
Positive sealing valve seat
Twin 1/8""NPT pressure ports for convenient positioning
Collar secured cap for quick spring changes
4inHg to 26inHg activation range
Five user-configurable corrosion-resistant springs are available
Valve position sensor option
Designed, manufactured and validated in-house at Turbosmart HQ",Not In Stock,TorqueGT
"Bride EUROSTER II Reclining Bucket Seat, Black","£1,080.00",,"SKU:     
        BR-E32ASN    





Bride EUROSTER II Reclining Bucket Seat
The EUROSTER II seat is designed for comfort and ergonomics, making it ideal for long drives. It features a luxurious faux-suede fabric on the seating surface, which has a pleasant texture and is slip-resistant for moderate hold performance. This seat is popular among first-time buyers of sport seats, as its well-balanced design is suitable for a variety of vehicles including wagons, mini-vans, and the TOYOTA Hi-Ace 200 line.
Designed for Comfort
















The EUROSTER II seat features high-quality faux-suede fabric on the shoulder and knee support parts for added support. The center of the seat, which is where the backrest is located, features a mesh with good ventilation to prevent stuffiness during long drives. This seat has been designed with comfort in mind, particularly for extended periods of driving.",,Preorder Only,TorqueGT
Hybrid Racing Snap Back Cap,£50.00,,"SKU:     
        HYB-HAT-00-02",,In Stock,TorqueGT
TRD Mini Sticker Set,£10.20,,"SKU:     
        08231-SP104",,In Stock,TorqueGT
Rays Dura Nuts Straight Lock and Nut Set,£183.00,,"SKU:     
        DURAL42    


                DURAL42-M12x1.5-Red            

                DURAL42-M12x1.5-Black            

                DURAL42-M12x1.5-Orange            

                DURAL42-M12x1.5-Blue            

                DURAL42-M12x1.5-Gunmetal Grey            

                DURAL42-M12x1.25-Red            

                DURAL42-M12x1.25-Black            

                DURAL42-M12x1.25-Orange            

                DURAL42-M12x1.25-Blue            

                DURAL42-M12x1.25-Gunmetal Grey            

                DURAL42-M20x1.5-Red            

                DURAL42-M20x1.5-Black            

                DURAL42-M20x1.5-Orange            

                DURAL42-M20x1.5-Blue            

                DURAL42-M20x1.5-Gunmetal Grey","Product Features:

Made from 7076 T6 aluminium
Available in Blue, Black, Red, Gunmetallic and Orange
16x nuts, 4x locking nuts, 1x key adaptor",Not In Stock,TorqueGT
Mugen Power Sticker Set - Type B,£21.79,,"SKU:     
        90000-YZ5-311B-K4","Product Features:

2 stickers included
H: 95mm x W: 200mm",In Stock,TorqueGT
Link XS Expansion Loom,£42.00,,"SKU:     
        LINK-101-0106    





Link XS Expansion loom, suitable for the Link range of plugin ECU's, facilitating additional inputs and outputs.",,In Stock,TorqueGT
Corbeau Sportline RRS Reclining Bucket Seat,£552.00,,"SKU:     
        COR-SS02    


                COR-SS025            

                COR-SS025-W            

                COR-SS033            

                COR-SS031            

                COR-SS027            

                COR-SS030            

                COR-SS026            

                COR-SS026-W            

                COR-SS034            

                COR-SS032            

                COR-SS028            

                COR-SS030-1            






For aftermarket modifiers who know what they want, this seat is possibly the greatest sports recliner we have ever made!
The RRS is the leading seat in our Sportline range and has been designed for those who demand the best. This sports recliner utilises our high quality moulded foam cushion and side bolster, offering good support in the lumbar region for maximum comfort on long journeys while not compromising on lateral support when you take it to the track.
As we have ticked all the other boxes within the design brief, the only upgrade option for this seat is designing a bespoke trim option of your choice. The end product will be a timeless, stylish, comfortable and safe sports reclining seat.","Product Features:

Ideal for Fast Road &amp; Track Days
Designed with 3 &amp; 4 Point Harnesses In Mind
Mount Using Our Subframe &amp; Slider Combination
Reclining Bucket Seat
Forward Tilt Enabled",Not In Stock,TorqueGT
Soft99 King of Gloss White Wax 300g,£27.49,,"SKU:     
        S99-KOG-WW","Directions:


1. Thoroughly clean car beforehand with your choice of car wash products and sponge
2. Apply small amount with the sponge provided and spread it as even as possible in circular motion
3. Allow King of Gloss to cure for at least 10 minutes
4. Use a detailing grade microfibre cloth to wipe away dry residue",In Stock,TorqueGT
Turbosmart In Cabin Boost Controller,£115.14,,"SKU:     
        TS-IN-CABIN-BOOST-CONTROLLER    


                TS-0106-1002            

                TS-0106-1001","Kit Includes:

Turbosmart Boost Tee
Mounting Bracket
Turbosmart Decal",Not In Stock,TorqueGT
TRD Seat Belt Shoulder Pad Set - Red Stitching,£101.03,,"SKU:     
        MS010-00013",,Not In Stock,TorqueGT
Skunk2 Alpha Series Exhaust Manifold Header Subaru BRZ Toyota GT86,£625.39,,"SKU:     
        412-12-1500    





Skunk2 is proud to announce its all-new Alpha Series Header for the BRZ/FRS/FT86. Patterned after our already popular and dyno-proven MegaPower Headers, which have been used by leading, competitive race teams for years, Skunk2s Alpha Series Header employs many of the same design characteristics and technology. Our decision to produce the Alpha Series Header was driven by our desire to make our race-proven design more affordable and accessible to everyday enthusiasts. Skunk2s Alpha Series Header for the BRZ/FRS/FT86 offers Skunk2 performance, industry-leading customer service, and a full warranty policy, all at a price comparable to lesser budget-minded headers.
All Skunk2 headers are designed and engineered to maximize exhaust flow and increase both horsepower and torque throughout the powerband. The unique design is the result of more than a decade of racing experience coupled with computerized modeling and extensive dyno testing. Each Skunk2 Alpha Series Header features equal-length, single step design and a 4-1 design that terminates into a True Merged collector with a 2.5-inch outlet. Skunk2's Alpha Series headers are designed using mandrel bends which result in maximum air flow and power. These features, paired with Skunk2s unique design specs, provide an extremely broad powerband thats applicable to a wide range of engine sizes and configurations. Alpha Series Headers also feature bung provisions for OEM sensors. Each header is constructed from stainless steel with mandrel-bent tubing for added strength, corrosion resistance, and durability.",,Not In Stock,TorqueGT
Dixcel Ultra Racing Brake Fluid 500ml,£27.00,,"SKU:     
        RF705-01","Product Specification:

Stable even at high temperatures
Borate esters based
500ml per bottle




 
Dixcel Ultra Racing
FMVSS spec


Dry boiling point
325
260+


Wet boiling point
211
180+


Viscosity (-40)
2436cSt
900cSt or less


Viscosity (100)
2.6cSt
over 1.5cSt


pH
7.2
711.5",In Stock,TorqueGT
Defi Racer N2 Standalone Gauge,£146.40,,"SKU:     
        DF-RACER-N2    


                DF16401            

                DF16403            

                DF16301            

                DF16303            

                DF16501            

                DF16503            

                DF16201            

                DF16203            

                DF16001            

                DF16003            

                DF16101            

                DF16103            

                DF17001            

                DF17003            

                DF16901            

                DF16903            

                DF17101            

                DF17103            

                DF16801            

                DF16803            

                DF16601            

                DF16603            

                DF16701            

                DF16703","Product Features: 

Size: 2 1/16(52mm), 2 3/8(60mm)
Standalone/control unit NOT necessary
Self-diagnosis function of disconnected/short-circuit
Illumination color: white
Gauge colour White/Blue or Red
In-house production stepping motor provides smooth operation
Illumination ON/OFF: interlocked with vehicle illumination switch
Opening/ending modes
Mounting bracket include",Not In Stock,TorqueGT
Rays Gram Light 57DR Alloy Wheel  - 15x8J ET28 4x100 Semi Gloss Black,£277.20,,,,Not In Stock,TorqueGT
Soft99 Basic Detailing Kit & Bag - Dark Colours,£71.49,,"SKU:     
        S99-SBDK","Kit Contents:

Dark wax
Microfibre cloth
Surface smoother mini claybar
Fukupika quick detailer
Kiwami extreme gloss shampoo - Dark
Iron terminator fallout remover",In Stock,TorqueGT
Link Field Installable CAN Plug,£21.60,,"SKU:     
        LINK-101-0020",,In Stock,TorqueGT
Millers Trident 5W40 Fully Synthetic Oil - 5 Litres,"£18.95, £31.95",,"SKU:     
        7625-5L    





Millers is a family owned, UK based company that develops engine oils and fuel additives for both commercial and domestic markets, as well as catering for motor sport applications. Their performance lubricants are proven in race series such as the Civic Cup and Caterham Championship, giving you absolute peace of mind in the quality of their oils.
Trident 5w40 has been formulated to meet the very latest requirements for engines operating under the most severe conditions. Highly recommended for use in high performance vehicles, Trident offers full protection, even over long service intervals and is designed to aid easy starting and quick circulation, even at very cold temperatures.
An excellent lubricant that meets all the necessary requirements of modern high performance naturally aspirated and turbo charged cars. Especially well suited to cars which are daily driven or aren't driven hard for prolonged periods of time.","Manufactured to meet API SL/CF and ACEA A3/B3, A3/B4
Full protection even under extreme operating conditions, including long service intervals
Provides easy starting and quick circulation of the oil even under very cold conditions",In Stock,TorqueGT
AEM V3 Water Methanol Injection Kit,£499.00,,"SKU:     
        30-3300","Product Features:

Heavy-Duty Waterproof High Pressure Injection Pump - Safe for Engine Bay/Frame Rail Mounting
Low-Profile 1.15 Gallon Tank
Simplified Wiring
Integrated Boost Safe Feature
Revised Flow Control Strategy for More Linear Fluid Delivery

Instructions for this kit can be found HERE.",In Stock,TorqueGT
Turbosmart Blow Off Valve Spring - Blue,£17.94,,"SKU:     
        TS-0203-3001    





Founded in 1997, Australian manufacturer Turbosmart has quickly established itself as a brand that designs and manufactures high quality products which are reasonably priced. Combining innovative design, strict quality control and rigorous testing, Turbosmart are a brand that any forced induction car owner should consider.


Turbosmarts springs are designed to work with our Plumb Back, Dual Port and Supersonic blow off valves. They offer a wide range of spring rates to suit your driving style and application. Suits Turbosmart Kompact BOV Range. Vacum High -24InHg, Vacum Low -14In Hg
Turbosmarts springs are made from high-quality materials and are designed to maintain the peak performance of your blow off valve under the most extreme conditions. Choose from our selection of Turbosmart springs to get the perfect fit for your car and the best performance from your blow off valve.",,Not In Stock,TorqueGT
Millers CFS Nanodrive 10W60 Fully Synthetic Oil - 5L,"£51.94, £55.00",,"SKU:     
        7956-5L    





Millers is a family owned, UK based company that develops engine oils and fuel additives for both commercial and domestic markets, as well as catering for motor sport applications. Their performance lubricants are proven in race series such as the Civic Cup and Caterham Championship, giving you absolute peace of mind in the quality of their oils.
Offering the benefits of their triple ester Nanodrive technology, but at a more affordable price point than their top of the range NT+ oil, Millers CFS 10W60 bridges the gap between performance and affordability.
With significant improvements made over previous generations of their competition grade fully synthetic, CFS 10w60 gives appreciably better performance and extended life of internal components. Perfect for use in fast road, race, rally, sprints and hill climbs, and is also ideally suited for engines with hydraulic tappets.","Manufactured to far exceed the requirements of API SL/CF and ACEA A3/B4
Ideal for fast road or track day use, especially in high performance modified engines 
Suitable for operating at 125c with peak temperatures up to 150c


 , 


Manufactured to far exceed the requirements of API SL/CF and ACEA A3/B4
Ideal for fast road or track day use, especially in high performance modified engines 
Suitable for operating at 125c with peak temperatures up to 150c",In Stock,TorqueGT
Rays Gram Light 57DR Alloy Wheel  - 18x9.5J ET12 5x114 Semi Gloss Black,£386.40,,,,Not In Stock,TorqueGT
Turbosmart Boost-Tee Manual Boost Controller - Blue,£69.48,,"SKU:     
        TS-0101-1101",,Not In Stock,TorqueGT
Cusco Anti Roll Bar - GT86 & BRZ,£203.82,,"SKU:     
        965311    


                965311B14            

                965311A16            

                965311B16            

                965311A20            






Cusco are reknowned within the Japanese aftermarket scene for their exceptional success in a number of motorsport disciplines, including race, rally and gymkhana. This experience in motorsport has led Cusco to design and develop some of the best aftermarket parts avaialble. With a focus on function and quality, they're experts in handling and suspension  components. 
Cusco anti roll bars are thicker and stiffer compared to factory fitted items, effectively reducing body roll. Their larger diameter, steel construction reduces torsion, which in turn keeps the vehicle stable during cornering and reduces weight transfer.","Direct replacement for factory parts
Increased stability while cornering as well as during high speed lane changes
 Designed for simple installation and set-up (if adjustable)
Can be used with factory hardware or included Cusco hardware, bushings and end links (if included)
Generic image used. Exact item may vary",Not In Stock,TorqueGT
Exoracing 10mx5cm Gold Reflective Heat Shield Tape Adhesive High Temperature,£21.99,,"SKU:     
        EX-GDRF-10    





Our heat reflective shield barriers are a state-of-the-art polymer laminated glass cloth that is extremely light weight and capable of handling continual operating temperatures of 850 degrees F. They are often used in motorsport applications such as drifting or drag racing to dramatically lower intake air temperatures which is always a good thing for performance!
The reflective heat sheet offers considerable weight savings over similar types of materials yet still reflects 80 percent of radiant heat. Requiring minimal clearance, our reflective heat tapes are a highly conformable material that has a pressure sensitive adhesive backing that is easy to apply and remove.
Popular uses include engine covers, seat bottoms, bulk heads, and fuel cells, the possibilities are endless. Installation of our heat reflective tapes are simple and easy. just cut to the required size, peel off the backing, and apply using a slight amount of pressure to stick to the surface. Make sure to thoroughly clean the surface before application for the best results. We currently offer these in easy-to-use rolls or sheets, and stock gold or silver heat tape to match your purpose.","Product Features:

Colour: Gold
Type: Heat Reflective tape
Length: 10m
Width: 5cm
Maximum continuous Temperature: 850°F/450°C
Maximum intermittent Temperature: 2000°F/1100°C
Installation: Self Adhesive
Rated at 850°F/450°C continuous, but can handle intermittent spikes of 2000°F/1100°C",In Stock,TorqueGT
Link Air Intake Temp Sensor,£75.60,,"SKU:     
        LINK-101-0045",,In Stock,TorqueGT
"TAROX Super Sport Big Brake Kit, Front, 360mm - BRZ, GT86, Impreza WRX STI (00-07)","£3,240.00",,"SKU:     
        KMSU0994    


                KMSU0994-Red-F2000            

                KMSU0994-Red-G88            

                KMSU0994-Red-Blank            

                KMSU0994-Black-Blank            

                KMSU0994-Black-F2000            

                KMSU0994-Black-G88            

                KMSU0994-Blue-Blank            

                KMSU0994-Blue-F2000            

                KMSU0994-Blue-G88            

                KMSU0994-Gold-F2000            

                KMSU0994-Gold-G88            

                KMSU0994-Gold-Blank","Product Features:

Assembled by hand and machined from the highest quality billet alloy
Heat treated, CNC machined billet rotors available in a number of styles
Hard anodised alloy disc bells and calipers
CNC machined alloy mounting brackets
Braided brake lines

Kit Specifics:

Disc Diameter: 340mm
Disc Thickness: 22mm
Disc Configuration: Single Piece Billet
Minimum Wheel Size: 17""

Disc Types:

F2000 - curved grooved type discs
G88 - straight grooved type discs
Blank - OE style smooth discs

Suitable For:

Subaru BRZ
Toyota GT86
Subaru Impreza Classic WRX, Sport, Turbo, Turbo 2000
Subaru Impreza WRX STI Newage
Subaru Impreza WRX STI Hatch
Subaru Forester SF

Please Note: Image used for illustration purposes only. Exact kit may vary.",Preorder Only,TorqueGT
RAYS Formula Wheel Nut Set,£247.48,,"SKU:     
        FNSM1    


                FNSM12X1.5RD            

                FNSM12X1.5BK            

                FNSM12X1.5BL            

                FNSM12X1.25RD            

                FNSM12X1.25BK            

                FNSM12X1.25RD-1            

                FNSM14X1.5RD            

                FNSM14X1.5BK            

                FNSM14X1.5BL","Product Features:

Available in a range of colours and thread pitches
3-piece design for added protection
Features a 7 sided heptagonal nut (key included) and locking cap (key included)",Not In Stock,TorqueGT
Rays Gram Light 57DR Alloy Wheel  - 15x8J ET35 4x100 Semi Gloss Black,£277.20,,,,Not In Stock,TorqueGT
Fuchs Titan Sintopoid LS 75w90 - 1 Litre,"£16.40, £17.00",,"SKU:     
        F600746575","Good shift comfort, even in older transmissions
Offers maximum wear protection for highyl stressed hypoid drives
Eliminates unpleasent axle noise and reduces noise from locking Limited Slip differentials
Meets API GL-4/5/-5",In Stock,TorqueGT
"Exoracing V-Band Clamp With Flanges 3.5"" 89mm Stainless Steel",£27.49,,"SKU:     
        EX-VBAN-3.5    





Our exoracing v-band clamp are one of the strongest leak free ways for fabricators to build exhaust and turbo systems. We include the male and female v-band clamp flanges to make exhaust work a breeze. Simply tack up both sides and install the self-aligning clamp in the centre, then screw on the locking nut for a perfect seal every time.
The V-band flanges make it easy to install and remove exhaust systems and turbo parts, such as downpipes, B Pipes etc. Being a great product for racers or track day enthusiasts, these clamps make it easy to remove parts to gain access to vital components easily as there are no hard-to-reach bolts or special tools needed.
Simply undo the clamp via the locking nut and you can remove the component easily and quickly. As the flanges are a perfect fit and lock together you do not need a gasket, so never need to worry about it blowing out which is a common problem among most other exhaust products.","Prodoct Features:

Manufactured from 304 grade Stainless Steel
Includes a male and female V-band flange
Reduces the risk of broken exhaust bolts
No need for a gasket
Quick and simple to install/remove
Provides a leak free seal
Perfect for intercoolers, exhausts, intakes, and turbochargers",Not In Stock,TorqueGT
Whiteline Rear ARB 18mm Adjustable - BRZ / GT86,£240.90,,"SKU:     
        BSR54XZ","Features Include:

22mm heavy duty roll bar
3 point adjustable
Direct replacement for factory item

Product Notes:

Includes anti roll bar links and support bars",Not In Stock,TorqueGT
Corbeau Pro-Series X Racing Bucket Seat,£588.00,,"SKU:     
        COR-SF2    


                COR-SF200            

                COR-SF204            

                COR-SF230            

                COR-SF234            

                COR-SF250            

                COR-SF254            

                COR-SF206            

                COR-SF210            

                COR-SF236            

                COR-SF240            

                COR-SF256            

                COR-SF260            






The Pro-Series X FIA seat is the preferred choice of motorsport teams and enthusiasts worldwide where space is at a premium and a complete head protection seat may not be easily installed.
With its increased lateral support and shoulder stiffness, Pro-Series X a must-have for those motorsport disciplines where high G directional changes are challenging for the driver.
Pro-Series X now boasts the latest foam and fabric innovations, including our new Jacquard fabric, high grip textured material and a vinyl option for all terrain use. These changes have enhanced its durability, performance and appearance. Complete with our specialised FHR comfort zone, ensures full functionality with your FHR device.
Installation with our re-designed pro-team mounts, will ensure that the seat conforms to the FIA regulations and performs exactly as it was designed.","Product Features:

New composite lay up in high-stress areas increasing stiffness
New designed inserts using 10mm 12.9 cap head bolt fixings
Improved Head protection zone to ensure full functionality and safe use of FHR devices
Improved Energy absorbing impact foam
New technically improved moulded foam base cushion, with split thigh roll for improved and unrestricted leg support
New cover design with high grip textured material in Key areas",Not In Stock,TorqueGT
Enkei NT03RR Alloy Wheel,£400.53,,"SKU:     
        E-NT03RR    


                NT03RR1895465100MSS            

                NT03RR1895465100MDG            

                NT03RR1895455120MSS            

                NT03RR1895455120MDG            

                NT03RR18954051143MSS            

                NT03RR18954051143MDG            

                NT03RR18952751143MSS            

                NT03RR18952751143MDG            

                NT03RR18951551143MSS            

                NT03RR18951551143MDG            

                NT03RR1894551143MSS            

                NT03RR1894551143MDG            

                NT03RR1894051143MSS            

                NT03RR1894051143MDG            

                NT03RR189405100MSS            

                NT03RR189405100MDG            

                NT03RR1892751143MSS            

                NT03RR1892751143MDG            

                NT03RR18854251143MSS            

                NT03RR18854251143MDG            

                NT03RR1885425100MSS            

                NT03RR1885425100MDG            

                NT03RR18853551143MSS            

                NT03RR18853551143MDG            

                NT03RR1884551143MSS            

                NT03RR1884551143MDG            

                NT03RR188455100MSS            

                NT03RR188455100MDG            

                NT03RR18111551143MSS            

                NT03RR18111551143MDG            

                NT03RR181052551143MSS            

                NT03RR181052551143MDG            

                NT03RR18105235120MSS            

                NT03RR18105235120MDG            

                NT03RR181051551143MSS            

                NT03RR181051551143MDG            

                NT03RR18103851143MSS            

                NT03RR18103851143MDG            

                NT03RR18102251143MSS            

                NT03RR18102251143MDG            

                NT03RR1796351143MSS            

                NT03RR1796351143MDG            

                NT03RR179525100MSS            

                NT03RR179525100MDG            

                NT03RR1794551143MSS            

                NT03RR1794551143MDG            

                NT03RR179405100MSS            

                NT03RR179405100MDG            

                NT03RR1793551143MSS            

                NT03RR1793551143MDG            

                NT03RR1791251143MSS            

                NT03RR1791251143MDG            

                NT03RR1784851143MSS            

                NT03RR1784851143MDG            

                NT03RR178485100MSS            

                NT03RR178485100MDG            

                NT03RR1783551143MSS            

                NT03RR1783551143MDG            

                NT03RR17755051143MSS            

                NT03RR17755051143MDG            

                NT03RR1775405100MSS            

                NT03RR1775405100MDG            

                NT03RR17753551143MSS            

                NT03RR17753551143MDG            

                NT03RR1774851143MSS            

                NT03RR1774851143MDG            

                NT03RR177405100MSS            

                NT03RR177405100MDG","Product features:

Iconic brace ring adds strength
MAT Technology, one-piece cast wheel
Priced per wheel
Available in Matte Sparkle Silver, Glacial White or Matte Dark Gunmetal
Centre caps included",In Stock,TorqueGT
MeisterR Replacement C-Spanners,£25.00,,"SKU:     
        SKU-413",,Not In Stock,TorqueGT
Soft99 - Dark & Black Wax,£15.39,,"SKU:     
        S99-00010","Description:
Soft99 Dark Wax creates a long-lasting, hydrophobic protective coat on your vehicle, and brings out the deep shine of your cars paint. Available in three tonevariations to produce best results depending on your car paint colour.
Directions for use:
1. Prepare your vehicle by washing it thoroughly with pH neutral shampoo, drying and decontaminating the car paint using a clay bar, a cleaner orother products2. Apply the product onto the included pad by rubbing it lightly into the wax after opening the can3. Spread the wax on your car paint thinly and evenly, panel by panel, with cross movements4. Wait for the wax to dry on the surface, until white residue becomes visible5. Polish the residue with a dry and clean microfiber cloth",In Stock,TorqueGT
MeisterR Damper Adjustment Extension,£25.00,,"SKU:     
        MR-EXT-CAB",,In Stock,TorqueGT
Tein Coilover Suspension - GT86,£672.00,,"SKU:     
        TEIN-ZN6    


                GSTD8-91SS2            

                VSTD8-D1SS4            

                VSTD8-C1SS4            

                GSTD8-71SS4","Street Advance Z / Street Basis Z:

Twin tube design
Re-uses OE top mounts
Damping force adjustable (Advance Z only)
EDFC compatible (Advance Z only)

Flex A / Flex Z:

Ride height adjustable
Twin tube design
Complete kit with camber adjustable top mounts included (where possible)
16-way damping adjustable
EDFC compatible

Mono Sport:

Full length, ride height adjustable
Mono tube design
16- way adjustable
Complete kit with camber adjustable top mounts included (where possible)
EDFC compatible",In Stock,TorqueGT
HKS Hybrid Sports Oil Filter 68mm x 65mm M20 x P1.5,£22.80,,"SKU:     
        52009-AK005","68mm diameter, 65mm length
Thread M20 x P1.5
Low resistance filter
Strong plastic fibre composite",In Stock,TorqueGT
Soft99 Micro Liquid Compound - Light,£13.99,,"SKU:     
        S99-MCL-L","Directions:
1. Prepare your vehicle by washing it thoroughly with pH neutral shampoo and drying2. Apply a small amount of product onto the black side of the included sponge3. Polish the cleaned or scratched area with force4. Wipe off the remains with a clean microfiber cloth",In Stock,TorqueGT
HKS Racing Suction Kit - BRZ / GT86,£546.00,,"SKU:     
        70020-AT115","Improved airflow for increased torque and power output
All brackets and hardware included
HKS's own Red 2 layer wet filter element",Not In Stock,TorqueGT
AEM X-Series UEGO Digital Wideband Gauge,£206.04,,"SKU:     
        30-0300    





Focussing on manufacturing reliable, affordable and unique products that truly deliver on their promises, AEM is a company that is constantly looking to change the status quo when it comes to automotive electronics. From their boost gauges to their fuel pumps, AEM products are among some of the most sought after electronics, trusted by street enthusiasts and race teams alike.
AEMs legendary Wideband O2 Air/Fuel UEGO Gauge unites unsurpassed accuracy, speed and control with an easy to read, digital interface. This gauge-type controller features a digital LED display and sweeping LED needle that changes colours as AFR changes from rich to lean.
The units 52mm (2-1/16) gauge housing fits in most gauge pods and can be remotely mounted virtually anywhere. All AEM digital gauges feature a 0-5v analogue output for use with data loggers and virtually any engine management system, such as the AEM EMS or FIC. The Bosch 4.9 LSU sensor has a faster light off time and draws less current than the 4.2 LSU sensor used with AEMs 30-4100 Wideband UEGO Controller Gauge.
The 4.9 LSU sensors feature the same fuel compatibility as the 4.2 LSU and NEVER require free-air calibration when used with AEMs 30-4110 Wideband UEGO AFR Gauge. 
AEM's World-famous Wideband O2 Air/Fuel UEGO (Universal Exhaust Gas Oxygen, you-way-go) Gauge is a must for anyone looking to maximize engine power and safety. When tuning an engine, accurate air/fuel ratio data is critical. Running rich can cause a loss in power, while running too lean may result in serious engine damage. The AEM Wideband O2 Air/Fuel UEGO Gauge features large LED numerals that can quickly alert the user to even a .1 change in air/fuel ratio, providing time to shut down an engine before damage occurs.","Features:

Interchangeable black and silver bezels and black and white gauge faceplates for multiple colour combinations.
Complete kit includes everything needed to fit and use
Bosch 4.9 LSU wideband sensor and weld in bung included
Complete stand alone gauge requires no additional sensors or programs to operate
LED displays provide precise reference to critical operating conditions and alert driver of potentially damaging operating conditions
Includes 0-5V analogue output (10-20 AFR range)
Easy to read faceplates/displays are designed to complement existing AEM gauge styles
No free air calibration required",In Stock,TorqueGT
Link Oil / Fuel Pressure Sensor (PS150),£204.00,,"SKU:     
        LINK-101-0080",,Not In Stock,TorqueGT
Link 1.15 Bar MAP Sensor (MAP1.15),£114.00,,"SKU:     
        LINK-MAP1.15    





Map sensor capable of reading up to 1.15 Bar (0.15 bar of boost). Includes 1.15 Bar MAP sensor, plugs, and pins.",,Not In Stock,TorqueGT
Enkei RPF1 Replacement Wheel Decal - Various Colours,£7.00,,"SKU:     
        99000-RPF1    


                99000-RPF1-BK            

                99000-RPF1-R            

                99000-RPF1-GR            

                999000-RPF1-BLBK            






Got a set of RPF1's that you're refurbishing and want to get the correct decals for them? Don't want to buy the cheap copy stickers that are never quite the right colour or font?
These are the answer!
Available in a selection of colours so you can really customise your wheels look and get that perfect combination. Manufactured by Enkei, you can be sure they will be the perfect size, style and colour to suit your wheels.",,In Stock,TorqueGT
Soft99 - White Soft Wax,"£10.77, £15.39",,"SKU:     
        S99-00020","Description:
Soft99 White Soft Wax creates a long-lasting, hydrophobic protective coat on your vehicle, and brings out the deep shine of your cars paint. Available in three tone variations to produce best results depending on your car paint colour.
Directions for use:
1. Prepare your vehicle by washing it thoroughly with pH neutral shampoo, drying and decontaminating the car paint using a clay bar, a cleaner orother products2. Apply the product onto the included pad by rubbing it lightly into the wax after opening the can3. Spread the wax on your car paint thinly and evenly, panel by panel, with cross movements4. Wait for the wax to dry on the surface, until white residue becomes visible5. Polish the residue with a dry and clean microfiber cloth",In Stock,TorqueGT
Fujitsubo A-R Exhaust - GT86 & BRZ,"£1,360.00",,"SKU:     
        560-23111","Complete stainless steel construction
Includes fitting kit
2.4 main pipe diameter
3.3kg lighter than factory exhaust",Preorder Only,TorqueGT
Exoracing 1mx1.2m Gold Reflective Sheet Heat Shield Adhesive High Temperature,£32.99,,"SKU:     
        EX-GOLD-REF-SHEE    





Our heat reflective shield barriers are a state-of-the-art polymer laminated glass cloth that is extremely light weight and capable of handling continual operating temperatures of 850 degrees F. They are often used in motorsport applications such as drifting or drag racing to dramatically lower intake air temperatures which is always a good thing for performance!
The reflective heat sheet offers considerable weight savings over similar types of materials yet still reflects 80 percent of radiant heat. Requiring minimal clearance, our reflective heat tapes are a highly conformable material that has a pressure sensitive adhesive backing that is easy to apply and remove.
Popular uses include engine covers, seat bottoms, bulk heads, and fuel cells, the possibilities are endless. Installation of our heat reflective tapes are simple and easy. just cut to the required size, peel off the backing, and apply using a slight amount of pressure to stick to the surface. Make sure to thoroughly clean the surface before application for the best results. We currently offer these in easy-to-use rolls or sheets, and stock gold or silver heat tape to match your purpose.","Product Features:

Colour: Gold
Type: Heat Reflective tape
Length: 1m
Width: 1.2m
Maximum continuous Temperature: 850°F/450°C
Maximum intermittent Temperature: 2000°F/1100°C
Installation: Self Adhesive
Rated at 850°F/450°C continuous, but can handle intermittent spikes of 2000°F/1100°C",In Stock,TorqueGT
Enkei Duralumin Wheel Nut and Lock Set,£30.00,,"SKU:     
        E-DURA    


                EK1BL-16P            

                EKN1BL-4P            

                EK3BL-16P            

                EKN3BL-4P            

                EK1R-16P            

                EKN1R-4P            

                EK3R-16P            

                EKN3R-4P            

                EK1BK-16P            

                EKN1BK-4P            

                EK3BK-16P            

                EKN3BK-4P","Product features:

High strength aluminium material
Available in M12x1.25 or 1.5 thread pitch
Black, Red or Blue
Sold in packs of 4 or 16",In Stock,TorqueGT
